filepath,quality,fitness,overlap,angle,time
temp/evaluation/coreg_ddems/station_3564_ddem.tif,good,3.063581491,46779.0,1.1200945189139027,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5907_ddem.tif,good,6.670156866,72353.0,1.4825501206346314,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6335_ddem.tif,good,4.529661941,185862.0,0.6046682304882702,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5878_ddem.tif,good,3.87513075,46557.0,0.43790375380727864,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6342_ddem.tif,good,3.758433484,100057.0,0.3156258139945569,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2555_ddem.tif,bad,14.30657495,20755.0,0.5144865151139221,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3980_ddem.tif,good,2.856884418,15711.0,0.4037528144474709,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3254_ddem.tif,bad,20.43720843,143718.0,2.6152219132530874,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6361_ddem.tif,good,3.169837476,60943.0,0.68233050668697,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0023_ddem.tif,good,6.112557102,99049.0,0.2390903403530136,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4708_ddem.tif,bad,30.60875241,9373.0,18.277437584488396,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3252_ddem.tif,bad,6.220439321,10753.0,2.075802192032487,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6376_ddem.tif,good,2.415787085,8770.0,1.5840316417838092,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2528_ddem.tif,bad,48.88973383,199.0,19.495002132911168,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3237_ddem.tif,bad,26.40036791,2232.0,1.4970403423126772,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3235_ddem.tif,bad,27.16687961,305884.0,3.048330111210977,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5433_ddem.tif,bad,25.48895914,92229.0,2.391440889630227,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5868_ddem.tif,good,3.851191061,211606.0,0.2938176966344183,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2518_ddem.tif,bad,244.2565112,5817.0,6.582168210696835,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1279_ddem.tif,bad,11.81284235,37484.0,4.062616542288983,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3583_ddem.tif,good,4.879620861,50668.0,0.9955435002841453,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3254_ddem.tif,bad,20.43720843,143718.0,2.6152219132530874,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5894_ddem.tif,good,3.37733029,383271.0,0.30630724351252403,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3587_ddem.tif,good,5.277077789,119891.0,1.0730106290476034,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2549_ddem.tif,bad,19.69938142,187056.0,0.8360698186030132,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3554_ddem.tif,good,5.27742897,129930.0,0.5234059263703333,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2552_ddem.tif,bad,32.62074325,5329.0,4.859031785682484,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5848_ddem.tif,bad,6.04569902,42373.0,0.8119057059030587,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3574_ddem.tif,good,5.50572765,221682.0,0.5057642863704965,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4024_ddem.tif,bad,3.191361733,78482.0,0.40861731974561694,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6354_ddem.tif,good,3.261715162,74953.0,0.37003612367454025,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6357_ddem.tif,good,4.865111418,395847.0,0.4062334033903195,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5425_ddem.tif,bad,25.60103866,149721.0,3.3926497534384175,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5902_ddem.tif,good,5.46025684,276689.0,0.7083638407278718,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1269_ddem.tif,good,3.163052562,36291.0,0.23502083982332303,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3578_ddem.tif,good,8.309800997,279296.0,0.5230432113138352,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6351_ddem.tif,good,2.784731437,30617.0,1.207285183976838,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1278_ddem.tif,bad,61.21558665,757.0,16.859150104396655,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4732_ddem.tif,bad,33.37607912,12143.0,6.060676658142548,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2311_ddem.tif,bad,8.561151797,3644.0,0.7832718699521535,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5451_ddem.tif,bad,20.21683621,81649.0,4.703365369934934,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2522_ddem.tif,bad,375.1435764,5608.0,14.479914348067574,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2537_ddem.tif,bad,16.38478235,67401.0,1.312174768671567,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5863_ddem.tif,good,3.250850119,127481.0,0.3084070024432365,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5440_ddem.tif,good,7.2889958,16494.0,3.817333780309132,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6308_ddem.tif,good,3.296485507,211841.0,0.23309407326472492,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3577_ddem.tif,good,3.416763063,30651.0,1.3138128290235722,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2551_ddem.tif,bad,18.78908916,3076.0,1.7776643571008803,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2520_ddem.tif,bad,22.42949854,4551.0,4.33980050112131,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6361_ddem.tif,good,3.169837476,60943.0,0.68233050668697,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6320_ddem.tif,good,3.165697161,22093.0,0.17556399888672974,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4016_ddem.tif,good,3.157219245,34864.0,0.13163441799642636,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6318_ddem.tif,good,3.07461761,12761.0,0.5442864350449546,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3870_ddem.tif,good,2.788608496,22456.0,0.37378774077363475,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0019_ddem.tif,good,4.370180105,499482.0,0.25251259513542057,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3979_ddem.tif,good,4.523236129,69859.0,0.39662596650178494,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4700_ddem.tif,bad,53.75720992,13017.0,5.950747360040886,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2328_ddem.tif,bad,69.14404561,30317.0,37.0472334586296,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5441_ddem.tif,bad,79.69579373,7614.0,26.066604406859987,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2536_ddem.tif,bad,19.42951744,54236.0,2.0619562930265194,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0028_ddem.tif,bad,13.78156959,87818.0,1.070954370943685,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1287_ddem.tif,bad,18.01357907,45967.0,2.733583424867788,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1526_ddem.tif,bad,11.0135884,33812.0,1.1391393471791609,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4714_ddem.tif,bad,33.0979525,2267.0,14.861642973737043,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5426_ddem.tif,bad,13.92666752,57821.0,2.7930074287030027,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0007_ddem.tif,good,1.997806403,50134.0,0.09570830074372116,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6334_ddem.tif,good,3.428425943,186168.0,0.2310229144150221,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1542_ddem.tif,good,3.788694858,37737.0,0.33421587224365,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4023_ddem.tif,good,3.785800898,100228.0,0.08229821077262313,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5856_ddem.tif,good,2.189850785,51102.0,0.30660147267853965,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2521_ddem.tif,bad,11.12329801,58216.0,1.0016539207011577,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5870_ddem.tif,good,3.574202135,62498.0,0.3024150886218536,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5883_ddem.tif,good,3.34103052,162284.0,0.5681007567793789,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0033_ddem.tif,good,4.335855739,100202.0,0.7426972982753377,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4705_ddem.tif,bad,26.52124013,43220.0,4.527665527917892,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3871_ddem.tif,good,5.570997948,94508.0,0.9275546332011565,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1289_ddem.tif,bad,8.012643902,10201.0,1.2263756529044927,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1531_ddem.tif,bad,5.544214674,6261.0,0.2613333561629825,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3526_ddem.tif,good,6.120974866,284692.0,0.4806386626169,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2560_ddem.tif,bad,7.610026041,47264.0,1.1923263193460063,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3517_ddem.tif,good,6.023803755,422585.0,1.1078507600406329,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3237_ddem.tif,bad,26.40036791,2232.0,1.4970403423126772,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4045_ddem.tif,good,2.808050241,34937.0,0.717478884234879,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1532_ddem.tif,bad,62.68824547,4279.0,25.027643852704575,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2535_ddem.tif,bad,85.53761588,354.0,17.752055892401163,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4720_ddem.tif,bad,14.7278102,12892.0,1.7063482412841326,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3521_ddem.tif,bad,1.545316003,21885.0,0.2117617026339145,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3233_ddem.tif,bad,27.65909563,121675.0,3.3296744834049887,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2517_ddem.tif,bad,39.92607388,46971.0,5.546616572427149,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3231_ddem.tif,bad,35.34793244,90219.0,8.012657056805,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2530_ddem.tif,bad,253.8769595,77794.0,22.04071816115726,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2562_ddem.tif,bad,17.44197168,134438.0,1.0904814878106968,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4717_ddem.tif,bad,35.69520604,18400.0,12.89292131301692,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5452_ddem.tif,good,7.324379614,60088.0,3.055392510171415,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5467_ddem.tif,good,7.695697373,60136.0,4.087915839774342,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1518_ddem.tif,good,8.800460052,209536.0,0.8977307365556287,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3573_ddem.tif,good,5.642092774,70837.0,0.5885094436194499,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2315_ddem.tif,bad,30.00698468,12292.0,31.293698776142303,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5845_ddem.tif,good,5.430054525,41015.0,0.8663725942559395,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3564_ddem.tif,good,3.063581491,46779.0,1.1200945189139027,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2530_ddem.tif,bad,253.8769595,77794.0,22.04071816115726,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3526_ddem.tif,good,6.120974866,284692.0,0.4806386626169,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5437_ddem.tif,good,5.069996314,20943.0,1.9031609266732183,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3230_ddem.tif,bad,33.27876112,224725.0,5.109769038904243,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3870_ddem.tif,good,2.788608496,22456.0,0.37378774077363475,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5888_ddem.tif,good,1.245661176,7360.0,0.8200886932360083,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5411_ddem.tif,good,6.020716493,20075.0,3.735989192172288,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5433_ddem.tif,bad,25.48895914,92229.0,2.391440889630227,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1516_ddem.tif,good,3.754730889,40905.0,0.34050084890528043,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4742_ddem.tif,bad,125.1517556,30890.0,18.588511996898987,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3577_ddem.tif,good,3.416763063,30651.0,1.3138128290235722,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4710_ddem.tif,bad,22.3521075,37329.0,4.989071342782487,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5421_ddem.tif,good,5.321632607,19352.0,3.1063897517743957,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4018_ddem.tif,bad,35.34390527,3236.0,59.93839865649905,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6362_ddem.tif,good,3.639779904,18341.0,0.7276244032593646,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3237_ddem.tif,bad,26.40036791,2232.0,1.4970403423126772,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4020_ddem.tif,good,4.417838612,42397.0,0.61742736768328,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2518_ddem.tif,bad,244.2565112,5817.0,6.582168210696835,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2541_ddem.tif,bad,17.82721174,177965.0,1.0684729484341906,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6347_ddem.tif,good,3.087829902,143382.0,0.6888048303198875,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3553_ddem.tif,bad,9.867345938,162038.0,0.9810978673268611,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0023_ddem.tif,good,6.112557102,99049.0,0.2390903403530136,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1278_ddem.tif,bad,61.21558665,757.0,16.859150104396655,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5844_ddem.tif,good,2.987917753,38293.0,0.5750313719035061,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6375_ddem.tif,good,2.554319091,59683.0,1.2384471457205137,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6356_ddem.tif,good,3.715784194,59496.0,0.5640661436903465,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0003_ddem.tif,good,6.655361282,14181.0,0.23681557265945932,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0003_ddem.tif,bad,6.655361282,14181.0,0.23681557265945932,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6323_ddem.tif,good,3.791370439,151652.0,0.6018904033273846,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5917_ddem.tif,good,3.38521255,66752.0,0.20899703032143196,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1283_ddem.tif,good,5.831656896,363454.0,0.4463116285777109,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0016_ddem.tif,good,3.983061893,124838.0,1.2446790176830418,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5866_ddem.tif,good,3.696189721,147290.0,0.41981615504534586,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0014_ddem.tif,good,2.880115719,67550.0,0.5380921479057349,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3258_ddem.tif,bad,19.50925658,12866.0,6.680050314168613,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2523_ddem.tif,bad,20.53152433,69941.0,0.9172733748245837,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3554_ddem.tif,good,5.27742897,129930.0,0.5234059263703333,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3257_ddem.tif,bad,20.43663966,110859.0,3.394925711221371,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0013_ddem.tif,good,3.543711167,153031.0,0.4359569195380972,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3557_ddem.tif,good,5.691343262,121349.0,0.6197676561231829,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4746_ddem.tif,bad,38.13751121,41301.0,5.356616584954573,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5869_ddem.tif,good,4.594745156,42727.0,1.3810014507196253,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3868_ddem.tif,good,3.037669533,17965.0,0.8911329600732412,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6376_ddem.tif,good,2.415787085,8770.0,1.5840316417838092,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5426_ddem.tif,bad,13.92666752,57821.0,2.7930074287030027,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3575_ddem.tif,good,2.660497773,30602.0,0.06292090487802608,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3229_ddem.tif,bad,45.60158086,207047.0,5.739336706716853,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5901_ddem.tif,bad,173.9211573,4526.0,7.300289281535877,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1520_ddem.tif,good,6.777403958,489700.0,0.39330474009059785,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6346_ddem.tif,good,2.651630402,31898.0,0.6699435467715554,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3585_ddem.tif,good,5.06229571,59452.0,0.2999670997144142,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_3520_ddem.tif,good,2.879379182,30023.0,0.5397018062458581,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5445_ddem.tif,bad,90.8561261,50435.0,23.85213390786795,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5418_ddem.tif,bad,34.44478321,284994.0,4.726744725938158,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5860_ddem.tif,good,2.332127601,63274.0,0.32267947672763747,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6365_ddem.tif,good,2.695398095,18745.0,0.29320158648322203,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_1292_ddem.tif,good,3.11787296,15863.0,0.46663917422575313,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0043_ddem.tif,good,3.196259843,154794.0,0.5355560022087761,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6316_ddem.tif,good,2.902604944,24271.0,0.39292269265269875,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6312_ddem.tif,good,4.383793521,227540.0,0.3579621176025453,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_2316_ddem.tif,bad,15.66411771,104338.0,1.4517499631388842,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_6332_ddem.tif,unclear,4.186516928,12733.0,1.0380384946894619,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4713_ddem.tif,bad,17.07003817,5662.0,1.5222467319933246,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_4737_ddem.tif,unclear,13.06920038,11092.0,2.715209139705047,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_5449_ddem.tif,unclear,9.630358615,95703.0,3.995991936375658,2021-01-13 11:11:22.252299
temp/evaluation/coreg_ddems/station_0035_ddem.tif,good,3.333859916,50745.0,0.46252330624782095,2021-01-13 11:11:22.252299
